index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
12331,2002,5,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),18183
12332,2002,5,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),231058
12333,2002,5,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),866
12334,2002,5,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),12767
12335,2002,5,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),246962
12336,2002,5,MD,Total Electric Power Industry,Coal (Short Tons),834630
12337,2002,5,MD,Total Electric Power Industry,Petroleum (Barrels),198525
12338,2002,5,MD,Total Electric Power Industry,Natural Gas (Mcf),868377
12339,2002,5,MD,Total Electric Power Industry,Other Gases (Billion BTU),827
12340,2002,5,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),4568
12341,2002,5,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
12342,2002,5,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),763556
12343,2002,5,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),189525
12344,2002,5,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),389039
12345,2002,5,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),57467
12346,2002,5,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),4411
12347,2002,5,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),429133
12348,2002,5,MD,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),827
12349,2002,5,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),20
12350,2002,5,MD,"Combined Heat and Power, Industrial Power",Coal (Short Tons),13608
12351,2002,5,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
12352,2002,5,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),50206
12353,2002,5,ME,Total Electric Power Industry,Coal (Short Tons),21876
12354,2002,5,ME,Total Electric Power Industry,Petroleum (Barrels),140393
12355,2002,5,ME,Total Electric Power Industry,Natural Gas (Mcf),8290848
12356,2002,5,ME,Total Electric Power Industry,Other Gases (Billion BTU),0
12357,2002,5,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),131
12358,2002,5,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),48758
12359,2002,5,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),5503532
12360,2002,5,ME,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
12361,2002,5,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),6996
12362,2002,5,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
12363,2002,5,ME,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1310185
12364,2002,5,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),664
12365,2002,5,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),1657
12366,2002,5,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),14880
12367,2002,5,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),90840
12368,2002,5,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1475474
12369,2002,5,MI,Total Electric Power Industry,Coal (Short Tons),2589562
12370,2002,5,MI,Total Electric Power Industry,Petroleum (Barrels),122476
12371,2002,5,MI,Total Electric Power Industry,Natural Gas (Mcf),8938332
12372,2002,5,MI,Total Electric Power Industry,Other Gases (Billion BTU),18
12373,2002,5,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),2539468
12374,2002,5,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),122241
12375,2002,5,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1782039
12376,2002,5,MI,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
12377,2002,5,MI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
12378,2002,5,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1546726
12379,2002,5,MI,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),18
12380,2002,5,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),21724
12381,2002,5,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
12382,2002,5,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),5383795
12383,2002,5,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),6757
12384,2002,5,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),15
12385,2002,5,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),12420
12386,2002,5,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),21613
12387,2002,5,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),219
12388,2002,5,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),213352
12389,2002,5,MN,Total Electric Power Industry,Coal (Short Tons),1242048
12390,2002,5,MN,Total Electric Power Industry,Petroleum (Barrels),79300
12391,2002,5,MN,Total Electric Power Industry,Natural Gas (Mcf),763676
12392,2002,5,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),1155761
12393,2002,5,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),71512
12394,2002,5,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),454560
12395,2002,5,MN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
12396,2002,5,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),6446
12397,2002,5,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),152761
12398,2002,5,MN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),46
12399,2002,5,MN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),49119
12400,2002,5,MN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),86287
12401,2002,5,MN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1295
12402,2002,5,MN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),107236
12403,2002,5,MO,Total Electric Power Industry,Coal (Short Tons),2814500
12404,2002,5,MO,Total Electric Power Industry,Petroleum (Barrels),90667
12405,2002,5,MO,Total Electric Power Industry,Natural Gas (Mcf),1584084
12406,2002,5,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),2803535
12407,2002,5,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),90626
12408,2002,5,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1140682
12409,2002,5,MO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),389802
12410,2002,5,MO,"Combined Heat and Power, Commercial Power",Coal (Short Tons),4000
12411,2002,5,MO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),8
12412,2002,5,MO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),32537
12413,2002,5,MO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),6965
12414,2002,5,MO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),33
12415,2002,5,MO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),21063
12416,2002,5,MS,Total Electric Power Industry,Coal (Short Tons),714749
12417,2002,5,MS,Total Electric Power Industry,Petroleum (Barrels),6015
12418,2002,5,MS,Total Electric Power Industry,Natural Gas (Mcf),13603024
12419,2002,5,MS,Total Electric Power Industry,Other Gases (Billion BTU),13
12420,2002,5,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),484749
12421,2002,5,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),5592
12422,2002,5,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),12525752
12423,2002,5,MS,"Electric Generators, Independent Power Producers",Coal (Short Tons),230000
12424,2002,5,MS,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),544644
12425,2002,5,MS,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),136662
12426,2002,5,MS,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),65
12427,2002,5,MS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),20902
12428,2002,5,MS,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),358
12429,2002,5,MS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),375064
12430,2002,5,MS,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),13
12431,2002,5,MT,Total Electric Power Industry,Coal (Short Tons),756957
12432,2002,5,MT,Total Electric Power Industry,Petroleum (Barrels),98594
12433,2002,5,MT,Total Electric Power Industry,Natural Gas (Mcf),28472
12434,2002,5,MT,Total Electric Power Industry,Other Gases (Billion BTU),21
12435,2002,5,MT,"Electric Generators, Electric Utilities",Coal (Short Tons),17938
12436,2002,5,MT,"Electric Generators, Electric Utilities",Petroleum (Barrels),132
12437,2002,5,MT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6796
12438,2002,5,MT,"Electric Generators, Independent Power Producers",Coal (Short Tons),739019
12439,2002,5,MT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2071
12440,2002,5,MT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4815
12441,2002,5,MT,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),3
12442,2002,5,MT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),96391
12443,2002,5,MT,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),19
12444,2002,5,MT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),16861
12445,2002,5,NC,Total Electric Power Industry,Coal (Short Tons),2073759
12446,2002,5,NC,Total Electric Power Industry,Petroleum (Barrels),110890
12447,2002,5,NC,Total Electric Power Industry,Natural Gas (Mcf),1581276
12448,2002,5,NC,Total Electric Power Industry,Other Gases (Billion BTU),2
12449,2002,5,NC,"Electric Generators, Electric Utilities",Coal (Short Tons),1946785
12450,2002,5,NC,"Electric Generators, Electric Utilities",Petroleum (Barrels),73386
12451,2002,5,NC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1334014
12452,2002,5,NC,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
12453,2002,5,NC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),99
12454,2002,5,NC,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),183144
12455,2002,5,NC,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),2
12456,2002,5,NC,"Combined Heat and Power, Electric Power",Coal (Short Tons),87936
12457,2002,5,NC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),22
12458,2002,5,NC,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),41955
12459,2002,5,NC,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
12460,2002,5,NC,"Combined Heat and Power, Commercial Power",Coal (Short Tons),2324
12461,2002,5,NC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1005
12462,2002,5,NC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),1557
12463,2002,5,NC,"Combined Heat and Power, Industrial Power",Coal (Short Tons),36715
12464,2002,5,NC,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),36378
12465,2002,5,NC,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),20605
12466,2002,5,ND,Total Electric Power Industry,Coal (Short Tons),1890150
12467,2002,5,ND,Total Electric Power Industry,Petroleum (Barrels),6465
12468,2002,5,ND,Total Electric Power Industry,Natural Gas (Mcf),3462
12469,2002,5,ND,Total Electric Power Industry,Other Gases (Billion BTU),21
12470,2002,5,ND,"Electric Generators, Electric Utilities",Coal (Short Tons),1886028
12471,2002,5,ND,"Electric Generators, Electric Utilities",Petroleum (Barrels),6283
12472,2002,5,ND,"Electric Generators, Electric Utilities",Natural Gas (Mcf),193
12473,2002,5,ND,"Combined Heat and Power, Industrial Power",Coal (Short Tons),4122
12474,2002,5,ND,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),183
12475,2002,5,ND,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),3270
12476,2002,5,ND,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),21
12477,2002,5,NE,Total Electric Power Industry,Coal (Short Tons),985668
12478,2002,5,NE,Total Electric Power Industry,Petroleum (Barrels),1371
12479,2002,5,NE,Total Electric Power Industry,Natural Gas (Mcf),288375
12480,2002,5,NE,Total Electric Power Industry,Other Gases (Billion BTU),0
12481,2002,5,NE,"Electric Generators, Electric Utilities",Coal (Short Tons),983589
12482,2002,5,NE,"Electric Generators, Electric Utilities",Petroleum (Barrels),1290
12483,2002,5,NE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),282619
12484,2002,5,NE,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
12485,2002,5,NE,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),81
12486,2002,5,NE,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),5756
12487,2002,5,NE,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2079
12488,2002,5,NE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
12489,2002,5,NH,Total Electric Power Industry,Coal (Short Tons),87804
12490,2002,5,NH,Total Electric Power Industry,Petroleum (Barrels),139440
12491,2002,5,NH,Total Electric Power Industry,Natural Gas (Mcf),87182
12492,2002,5,NH,"Electric Generators, Electric Utilities",Coal (Short Tons),87804
12493,2002,5,NH,"Electric Generators, Electric Utilities",Petroleum (Barrels),132092
12494,2002,5,NH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),38798
12495,2002,5,NH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),4
12496,2002,5,NH,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
12497,2002,5,NH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),6326
12498,2002,5,NH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1018
12499,2002,5,NH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),48384
12500,2002,5,NJ,Total Electric Power Industry,Coal (Short Tons),174439
12501,2002,5,NJ,Total Electric Power Industry,Petroleum (Barrels),113332
12502,2002,5,NJ,Total Electric Power Industry,Natural Gas (Mcf),11013068
12503,2002,5,NJ,Total Electric Power Industry,Other Gases (Billion BTU),396
12504,2002,5,NJ,"Electric Generators, Electric Utilities",Coal (Short Tons),8214
12505,2002,5,NJ,"Electric Generators, Electric Utilities",Petroleum (Barrels),32364
12506,2002,5,NJ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),71703
12507,2002,5,NJ,"Electric Generators, Independent Power Producers",Coal (Short Tons),65014
12508,2002,5,NJ,"Electric Generators, Independent Power Producers",Petroleum (Barrels),71180
12509,2002,5,NJ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2434042
12510,2002,5,NJ,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),3
12511,2002,5,NJ,"Combined Heat and Power, Electric Power",Coal (Short Tons),101211
12512,2002,5,NJ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1180
12513,2002,5,NJ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),6167162
12514,2002,5,NJ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),167
12515,2002,5,NJ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),87088
12516,2002,5,NJ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),8441
12517,2002,5,NJ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),2253072
12518,2002,5,NJ,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),393
12519,2002,5,NM,Total Electric Power Industry,Coal (Short Tons),1335250
12520,2002,5,NM,Total Electric Power Industry,Petroleum (Barrels),4960
12521,2002,5,NM,Total Electric Power Industry,Natural Gas (Mcf),2450794
12522,2002,5,NM,"Electric Generators, Electric Utilities",Coal (Short Tons),1335250
12523,2002,5,NM,"Electric Generators, Electric Utilities",Petroleum (Barrels),3227
12524,2002,5,NM,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2090341
12525,2002,5,NM,"Electric Generators, Independent Power Producers",Petroleum (Barrels),288
12526,2002,5,NM,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),23765
12527,2002,5,NM,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),178595
12528,2002,5,NM,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),53760
12529,2002,5,NM,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1445
12530,2002,5,NM,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),104334
12531,2002,5,NV,Total Electric Power Industry,Coal (Short Tons),629324
12532,2002,5,NV,Total Electric Power Industry,Petroleum (Barrels),3392
12533,2002,5,NV,Total Electric Power Industry,Natural Gas (Mcf),7387843
12534,2002,5,NV,"Electric Generators, Electric Utilities",Coal (Short Tons),629324
12535,2002,5,NV,"Electric Generators, Electric Utilities",Petroleum (Barrels),3392
12536,2002,5,NV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),4880788
12537,2002,5,NV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
12538,2002,5,NV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1054370
12539,2002,5,NV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1452685
12540,2002,5,NY,Total Electric Power Industry,Coal (Short Tons),634137
12541,2002,5,NY,Total Electric Power Industry,Petroleum (Barrels),1577751
12542,2002,5,NY,Total Electric Power Industry,Natural Gas (Mcf),23405951
12543,2002,5,NY,"Electric Generators, Electric Utilities",Coal (Short Tons),44736
12544,2002,5,NY,"Electric Generators, Electric Utilities",Petroleum (Barrels),1049538
12545,2002,5,NY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7243827
12546,2002,5,NY,"Electric Generators, Independent Power Producers",Coal (Short Tons),533628
12547,2002,5,NY,"Electric Generators, Independent Power Producers",Petroleum (Barrels),481516
12548,2002,5,NY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),9221635
12549,2002,5,NY,"Combined Heat and Power, Electric Power",Coal (Short Tons),34973
12550,2002,5,NY,"Combined Heat and Power, Electric Power",Petroleum (Barrels),21670
12551,2002,5,NY,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),6196668
12552,2002,5,NY,"Combined Heat and Power, Commercial Power",Coal (Short Tons),572
12553,2002,5,NY,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),5324
12554,2002,5,NY,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),92720
12555,2002,5,NY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),20227
12556,2002,5,NY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),19703
12557,2002,5,NY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),651102
12558,2002,5,OH,Total Electric Power Industry,Coal (Short Tons),4661891
12559,2002,5,OH,Total Electric Power Industry,Petroleum (Barrels),85368
12560,2002,5,OH,Total Electric Power Industry,Natural Gas (Mcf),653566
12561,2002,5,OH,Total Electric Power Industry,Other Gases (Billion BTU),128
12562,2002,5,OH,"Electric Generators, Electric Utilities",Coal (Short Tons),4475582
12563,2002,5,OH,"Electric Generators, Electric Utilities",Petroleum (Barrels),83437
12564,2002,5,OH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),463638
12565,2002,5,OH,"Electric Generators, Independent Power Producers",Coal (Short Tons),171283
12566,2002,5,OH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1252
12567,2002,5,OH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),107894
12568,2002,5,OH,"Combined Heat and Power, Electric Power",Coal (Short Tons),1322
12569,2002,5,OH,"Combined Heat and Power, Electric Power",Petroleum (Barrels),76
12570,2002,5,OH,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),29030
12571,2002,5,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),74
12572,2002,5,OH,"Combined Heat and Power, Commercial Power",Coal (Short Tons),13
12573,2002,5,OH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),551
12574,2002,5,OH,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),3683
12575,2002,5,OH,"Combined Heat and Power, Industrial Power",Coal (Short Tons),13691
12576,2002,5,OH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),51
12577,2002,5,OH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),49322
12578,2002,5,OH,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),54
12579,2002,5,OK,Total Electric Power Industry,Coal (Short Tons),1715403
12580,2002,5,OK,Total Electric Power Industry,Petroleum (Barrels),7980
12581,2002,5,OK,Total Electric Power Industry,Natural Gas (Mcf),14480539
12582,2002,5,OK,Total Electric Power Industry,Other Gases (Billion BTU),183
12583,2002,5,OK,"Electric Generators, Electric Utilities",Coal (Short Tons),1614175
12584,2002,5,OK,"Electric Generators, Electric Utilities",Petroleum (Barrels),2946
12585,2002,5,OK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),12206965
12586,2002,5,OK,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
12587,2002,5,OK,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1585604
12588,2002,5,OK,"Combined Heat and Power, Electric Power",Coal (Short Tons),83931
12589,2002,5,OK,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),355762
12590,2002,5,OK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),89
12591,2002,5,OK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),26796
12592,2002,5,OK,"Combined Heat and Power, Industrial Power",Coal (Short Tons),17296
12593,2002,5,OK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),4945
12594,2002,5,OK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),305412
12595,2002,5,OK,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),183
12596,2002,5,OR,Total Electric Power Industry,Coal (Short Tons),187071
12597,2002,5,OR,Total Electric Power Industry,Petroleum (Barrels),1504
12598,2002,5,OR,Total Electric Power Industry,Natural Gas (Mcf),2581733
12599,2002,5,OR,"Electric Generators, Electric Utilities",Coal (Short Tons),187071
12600,2002,5,OR,"Electric Generators, Electric Utilities",Petroleum (Barrels),1492
12601,2002,5,OR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),387960
12602,2002,5,OR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),0
12603,2002,5,OR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1602787
12604,2002,5,OR,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),12
12605,2002,5,OR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),9773
12606,2002,5,OR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
12607,2002,5,OR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
12608,2002,5,OR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),581213
12609,2002,5,PA,Total Electric Power Industry,Coal (Short Tons),3646947
12610,2002,5,PA,Total Electric Power Industry,Petroleum (Barrels),171498
12611,2002,5,PA,Total Electric Power Industry,Natural Gas (Mcf),2457293
12612,2002,5,PA,Total Electric Power Industry,Other Gases (Billion BTU),520
12613,2002,5,PA,"Electric Generators, Electric Utilities",Coal (Short Tons),469607
12614,2002,5,PA,"Electric Generators, Electric Utilities",Petroleum (Barrels),17724
12615,2002,5,PA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1614
12616,2002,5,PA,"Electric Generators, Independent Power Producers",Coal (Short Tons),2877671
12617,2002,5,PA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),78192
12618,2002,5,PA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1278768
12619,2002,5,PA,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),1
12620,2002,5,PA,"Combined Heat and Power, Electric Power",Coal (Short Tons),245266
12621,2002,5,PA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),42681
12622,2002,5,PA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),480940
12623,2002,5,PA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),964
12624,2002,5,PA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),284
12625,2002,5,PA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),65848
12626,2002,5,PA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),53440
12627,2002,5,PA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),32616
12628,2002,5,PA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),630123
12629,2002,5,PA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),519
12630,2002,5,RI,Total Electric Power Industry,Petroleum (Barrels),13794
12631,2002,5,RI,Total Electric Power Industry,Natural Gas (Mcf),3936012
12632,2002,5,RI,"Electric Generators, Electric Utilities",Petroleum (Barrels),1658
12633,2002,5,RI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),525
12634,2002,5,RI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),3915144
12635,2002,5,RI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),90
12636,2002,5,RI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),4450
12637,2002,5,RI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),11520
12638,2002,5,RI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),16419
12639,2002,5,RI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
12640,2002,5,SC,Total Electric Power Industry,Coal (Short Tons),1270493
12641,2002,5,SC,Total Electric Power Industry,Petroleum (Barrels),50235
12642,2002,5,SC,Total Electric Power Industry,Natural Gas (Mcf),4619628
12643,2002,5,SC,Total Electric Power Industry,Other Gases (Billion BTU),0
12644,2002,5,SC,"Electric Generators, Electric Utilities",Coal (Short Tons),1244198
12645,2002,5,SC,"Electric Generators, Electric Utilities",Petroleum (Barrels),28391
12646,2002,5,SC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3947038
12647,2002,5,SC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
12648,2002,5,SC,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),421117
12649,2002,5,SC,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),163441
12650,2002,5,SC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),84
12651,2002,5,SC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),1112
12652,2002,5,SC,"Combined Heat and Power, Industrial Power",Coal (Short Tons),26295
12653,2002,5,SC,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),21761
12654,2002,5,SC,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),86919
12655,2002,5,SC,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),0
12656,2002,5,SD,Total Electric Power Industry,Coal (Short Tons),152154
12657,2002,5,SD,Total Electric Power Industry,Petroleum (Barrels),2098
12658,2002,5,SD,Total Electric Power Industry,Natural Gas (Mcf),57543
12659,2002,5,SD,"Electric Generators, Electric Utilities",Coal (Short Tons),152154
12660,2002,5,SD,"Electric Generators, Electric Utilities",Petroleum (Barrels),2098
12661,2002,5,SD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),57543
12662,2002,5,TN,Total Electric Power Industry,Coal (Short Tons),2204252
12663,2002,5,TN,Total Electric Power Industry,Petroleum (Barrels),33860
12664,2002,5,TN,Total Electric Power Industry,Natural Gas (Mcf),357844
12665,2002,5,TN,Total Electric Power Industry,Other Gases (Billion BTU),8
12666,2002,5,TN,"Electric Generators, Electric Utilities",Coal (Short Tons),2141840
12667,2002,5,TN,"Electric Generators, Electric Utilities",Petroleum (Barrels),30909
12668,2002,5,TN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
12669,2002,5,TN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),57894
12670,2002,5,TN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),520
