index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
12671,2002,5,TN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),12571
12672,2002,5,TN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),61892
12673,2002,5,TN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2951
12674,2002,5,TN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),287378
12675,2002,5,TN,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),8
12676,2002,5,TX,Total Electric Power Industry,Coal (Short Tons),8435380
12677,2002,5,TX,Total Electric Power Industry,Petroleum (Barrels),299641
12678,2002,5,TX,Total Electric Power Industry,Natural Gas (Mcf),140599191
12679,2002,5,TX,Total Electric Power Industry,Other Gases (Billion BTU),2293
12680,2002,5,TX,"Electric Generators, Electric Utilities",Coal (Short Tons),5082285
12681,2002,5,TX,"Electric Generators, Electric Utilities",Petroleum (Barrels),2628
12682,2002,5,TX,"Electric Generators, Electric Utilities",Natural Gas (Mcf),36678663
12683,2002,5,TX,"Electric Generators, Independent Power Producers",Coal (Short Tons),3195764
12684,2002,5,TX,"Electric Generators, Independent Power Producers",Petroleum (Barrels),10925
12685,2002,5,TX,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),51376513
12686,2002,5,TX,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
12687,2002,5,TX,"Combined Heat and Power, Electric Power",Petroleum (Barrels),251993
12688,2002,5,TX,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),28265662
12689,2002,5,TX,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),66
12690,2002,5,TX,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),279
12691,2002,5,TX,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),288631
12692,2002,5,TX,"Combined Heat and Power, Industrial Power",Coal (Short Tons),157331
12693,2002,5,TX,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),33816
12694,2002,5,TX,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),23989722
12695,2002,5,TX,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),2227
12696,2002,5,UT,Total Electric Power Industry,Coal (Short Tons),1254222
12697,2002,5,UT,Total Electric Power Industry,Petroleum (Barrels),6770
12698,2002,5,UT,Total Electric Power Industry,Natural Gas (Mcf),1038127
12699,2002,5,UT,Total Electric Power Industry,Other Gases (Billion BTU),0
12700,2002,5,UT,"Electric Generators, Electric Utilities",Coal (Short Tons),1212325
12701,2002,5,UT,"Electric Generators, Electric Utilities",Petroleum (Barrels),6754
12702,2002,5,UT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),931272
12703,2002,5,UT,"Electric Generators, Independent Power Producers",Coal (Short Tons),41897
12704,2002,5,UT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),92586
12705,2002,5,UT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),17
12706,2002,5,UT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
12707,2002,5,UT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),14270
12708,2002,5,UT,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),0
12709,2002,5,UT,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
12710,2002,5,VA,Total Electric Power Industry,Coal (Short Tons),1133363
12711,2002,5,VA,Total Electric Power Industry,Petroleum (Barrels),166345
12712,2002,5,VA,Total Electric Power Industry,Natural Gas (Mcf),2247302
12713,2002,5,VA,"Electric Generators, Electric Utilities",Coal (Short Tons),931919
12714,2002,5,VA,"Electric Generators, Electric Utilities",Petroleum (Barrels),133753
12715,2002,5,VA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),918875
12716,2002,5,VA,"Electric Generators, Independent Power Producers",Coal (Short Tons),53309
12717,2002,5,VA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),9565
12718,2002,5,VA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),913248
12719,2002,5,VA,"Combined Heat and Power, Electric Power",Coal (Short Tons),109122
12720,2002,5,VA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),3079
12721,2002,5,VA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),105684
12722,2002,5,VA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),32
12723,2002,5,VA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),19827
12724,2002,5,VA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),39013
12725,2002,5,VA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),19915
12726,2002,5,VA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),289668
12727,2002,5,VT,Total Electric Power Industry,Petroleum (Barrels),1810
12728,2002,5,VT,Total Electric Power Industry,Natural Gas (Mcf),2627
12729,2002,5,VT,"Electric Generators, Electric Utilities",Petroleum (Barrels),1810
12730,2002,5,VT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2627
12731,2002,5,WA,Total Electric Power Industry,Coal (Short Tons),291767
12732,2002,5,WA,Total Electric Power Industry,Petroleum (Barrels),7009
12733,2002,5,WA,Total Electric Power Industry,Natural Gas (Mcf),1046366
12734,2002,5,WA,Total Electric Power Industry,Other Gases (Billion BTU),221
12735,2002,5,WA,"Electric Generators, Electric Utilities",Petroleum (Barrels),379
12736,2002,5,WA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),376512
12737,2002,5,WA,"Electric Generators, Independent Power Producers",Coal (Short Tons),290163
12738,2002,5,WA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),326
12739,2002,5,WA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),483
12740,2002,5,WA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),21
12741,2002,5,WA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),524465
12742,2002,5,WA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),221
12743,2002,5,WA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),836
12744,2002,5,WA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),160
12745,2002,5,WA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),768
12746,2002,5,WA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),6283
12747,2002,5,WA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),144745
12748,2002,5,WI,Total Electric Power Industry,Coal (Short Tons),1890329
12749,2002,5,WI,Total Electric Power Industry,Petroleum (Barrels),84924
12750,2002,5,WI,Total Electric Power Industry,Natural Gas (Mcf),1339669
12751,2002,5,WI,"Electric Generators, Electric Utilities",Coal (Short Tons),1848016
12752,2002,5,WI,"Electric Generators, Electric Utilities",Petroleum (Barrels),24491
12753,2002,5,WI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),711578
12754,2002,5,WI,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
12755,2002,5,WI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
12756,2002,5,WI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),201787
12757,2002,5,WI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
12758,2002,5,WI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),264801
12759,2002,5,WI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),1041
12760,2002,5,WI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),622
12761,2002,5,WI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),34406
12762,2002,5,WI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),41273
12763,2002,5,WI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),59811
12764,2002,5,WI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),127098
12765,2002,5,WV,Total Electric Power Industry,Coal (Short Tons),2991244
12766,2002,5,WV,Total Electric Power Industry,Petroleum (Barrels),37662
12767,2002,5,WV,Total Electric Power Industry,Natural Gas (Mcf),130933
12768,2002,5,WV,Total Electric Power Industry,Other Gases (Billion BTU),179
12769,2002,5,WV,"Electric Generators, Electric Utilities",Coal (Short Tons),2196497
12770,2002,5,WV,"Electric Generators, Electric Utilities",Petroleum (Barrels),31071
12771,2002,5,WV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1277
12772,2002,5,WV,"Electric Generators, Independent Power Producers",Coal (Short Tons),739191
12773,2002,5,WV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),6471
12774,2002,5,WV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),97476
12775,2002,5,WV,"Combined Heat and Power, Electric Power",Coal (Short Tons),24926
12776,2002,5,WV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),423
12777,2002,5,WV,"Combined Heat and Power, Industrial Power",Coal (Short Tons),30630
12778,2002,5,WV,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),120
12779,2002,5,WV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),31757
12780,2002,5,WV,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),179
12781,2002,5,WY,Total Electric Power Industry,Coal (Short Tons),1963615
12782,2002,5,WY,Total Electric Power Industry,Petroleum (Barrels),2691
12783,2002,5,WY,Total Electric Power Industry,Natural Gas (Mcf),567190
12784,2002,5,WY,"Electric Generators, Electric Utilities",Coal (Short Tons),1933797
12785,2002,5,WY,"Electric Generators, Electric Utilities",Petroleum (Barrels),2428
12786,2002,5,WY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),88142
12787,2002,5,WY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),128954
12788,2002,5,WY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),29818
12789,2002,5,WY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),263
12790,2002,5,WY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),350094
12791,2002,5,US-TOTAL,Total Electric Power Industry,Coal (Short Tons),77322232
12792,2002,5,US-TOTAL,Total Electric Power Industry,Petroleum (Barrels),14258110
12793,2002,5,US-TOTAL,Total Electric Power Industry,Natural Gas (Mcf),452798136
12794,2002,5,US-TOTAL,Total Electric Power Industry,Other Gases (Billion BTU),10058
12795,2002,5,US-TOTAL,"Electric Generators, Electric Utilities",Coal (Short Tons),60775060
12796,2002,5,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum (Barrels),9520104
12797,2002,5,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),181097312
12798,2002,5,US-TOTAL,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),422
12799,2002,5,US-TOTAL,"Electric Generators, Independent Power Producers",Coal (Short Tons),14482703
12800,2002,5,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2823718
12801,2002,5,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),131246390
12802,2002,5,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),28
12803,2002,5,US-TOTAL,"Combined Heat and Power, Electric Power",Coal (Short Tons),1109278
12804,2002,5,US-TOTAL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1028679
12805,2002,5,US-TOTAL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),77464845
12806,2002,5,US-TOTAL,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),1235
12807,2002,5,US-TOTAL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),36120
12808,2002,5,US-TOTAL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),50522
12809,2002,5,US-TOTAL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),2411074
12810,2002,5,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),0
12811,2002,5,US-TOTAL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),919071
12812,2002,5,US-TOTAL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),835087
12813,2002,5,US-TOTAL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),60578515
12814,2002,5,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),8373
12815,2002,6,AK,Total Electric Power Industry,Coal (Short Tons),30377
12816,2002,6,AK,Total Electric Power Industry,Petroleum (Barrels),181551
12817,2002,6,AK,Total Electric Power Industry,Natural Gas (Mcf),3213592
12818,2002,6,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),12598
12819,2002,6,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),172738
12820,2002,6,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2518495
12821,2002,6,AK,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),0
12822,2002,6,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),9001
12823,2002,6,AK,"Combined Heat and Power, Electric Power",Petroleum (Barrels),197
12824,2002,6,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),8778
12825,2002,6,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2970
12826,2002,6,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),5646
12827,2002,6,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),695097
12828,2002,6,AL,Total Electric Power Industry,Coal (Short Tons),3118648
12829,2002,6,AL,Total Electric Power Industry,Petroleum (Barrels),35128
12830,2002,6,AL,Total Electric Power Industry,Natural Gas (Mcf),14144110
12831,2002,6,AL,Total Electric Power Industry,Other Gases (Billion BTU),89
12832,2002,6,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),3091457
12833,2002,6,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),14766
12834,2002,6,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7767248
12835,2002,6,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
12836,2002,6,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),3243997
12837,2002,6,AL,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
12838,2002,6,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),10028
12839,2002,6,AL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),93
12840,2002,6,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1321378
12841,2002,6,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),17163
12842,2002,6,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),20269
12843,2002,6,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1811487
12844,2002,6,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),89
12845,2002,6,AR,Total Electric Power Industry,Coal (Short Tons),1109831
12846,2002,6,AR,Total Electric Power Industry,Petroleum (Barrels),5316
12847,2002,6,AR,Total Electric Power Industry,Natural Gas (Mcf),5356183
12848,2002,6,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),1100569
12849,2002,6,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),5271
12850,2002,6,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3072086
12851,2002,6,AR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1152708
12852,2002,6,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
12853,2002,6,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),733833
12854,2002,6,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),2497
12855,2002,6,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),9262
12856,2002,6,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),45
12857,2002,6,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),395060
12858,2002,6,AZ,Total Electric Power Industry,Coal (Short Tons),1607888
12859,2002,6,AZ,Total Electric Power Industry,Petroleum (Barrels),9137
12860,2002,6,AZ,Total Electric Power Industry,Natural Gas (Mcf),12563260
12861,2002,6,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),1595938
12862,2002,6,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),8965
12863,2002,6,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6533060
12864,2002,6,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),5037377
12865,2002,6,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),983387
12866,2002,6,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),20
12867,2002,6,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),9336
12868,2002,6,AZ,"Combined Heat and Power, Industrial Power",Coal (Short Tons),11950
12869,2002,6,AZ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),151
12870,2002,6,AZ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),101
12871,2002,6,CA,Total Electric Power Industry,Coal (Short Tons),96473
12872,2002,6,CA,Total Electric Power Industry,Petroleum (Barrels),616239
12873,2002,6,CA,Total Electric Power Industry,Natural Gas (Mcf),68439194
12874,2002,6,CA,Total Electric Power Industry,Other Gases (Billion BTU),1510
12875,2002,6,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),6043
12876,2002,6,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6310984
